name,district_code,address,lng,lat
葛鎂診所,63000050,臺北市中正區館前路34號9樓,121.5149085,25.04466557
永康身心診所,63000050,臺北市中正區金山南路1段127號1樓,121.527716,25.0356227
台北新顏診所,63000050,臺北市中正區許昌街42號(6樓),121.5154552,25.0452932
醫療財團法人徐元智先生醫藥基金會遠東聯合診所,63000050,臺北市中正區永綏街8至14號,121.5110467,25.0429887
醫療財團法人好心肝基金會好心肝診所,63000050,臺北市中正區公園路30號2樓之2、8樓之1、8樓之2,121.5168566,25.0444824
蔡瑞芳眼科診所,63000050,臺北市中正區羅斯福路一段73號(實際營業地址一層)、75號2樓,121.5197163,25.0314662
小千醫師診所,63000050,臺北市中正區忠孝東路二段134巷16號,121.5316285,25.04107676
蘭心診所,63000050,臺北市中正區南昌路二段11號、15號,121.5195177,25.02833674
祈約美醫皮膚科診所,63000050,臺北市中正區濟南路2段17號4樓,121.5277583,25.04127111
惠森復健科診所,63000050,臺北市中正區師大路172號、172號之1號,121.5254452,25.02112716
皇妍時尚整形外科診所,63000050,臺北市中正區忠孝西路一段6號8樓,121.5180284,25.04582575
東妍診所,63000050,臺北市中正區信義路二段161巷8號2樓、8號2樓之1、12號(實際營業地址1、2樓),121.5288391,25.03442192
宜康診所,63000050,臺北市中正區新生南路一段148號,121.532466,25.03527506
藝群台北診所,63000050,臺北市中正區忠孝西路一段102號4樓,121.5124848,25.04721182
君綺美形診所,63000050,臺北市中正區忠孝西路1段6號13樓,121.5180284,25.04582575
美嘉美整形外科診所,63000050,臺北市中正區信義路二段251號5樓,121.5313467,25.03382685
日明耀診所,63000050,臺北市中正區重慶南路一段66之1號2樓之1,121.5130979,25.04360909
立光診所,63000050,臺北市中正區博愛路76號2樓,121.5113602,25.04467234
和眾綜合診所,63000050,臺北市中正區忠孝西路一段6號,121.5180284,25.04582575
家禾診所,63000050,臺北市中正區三元街217號1樓、2樓,121.513373,25.02765765
虹約復健專科診所,63000050,臺北市中正區信義路二段91號2樓之2,121.5269608,25.03438881
百麗診所,63000050,臺北市中正區林森南路10號6樓之2,121.5226184,25.04274483
波菲特醫美診所,63000050,臺北市中正區羅斯福路二段116號4樓之1,121.5226827,25.0263915
靚白天使時尚美學診所,63000050,臺北市中正區重慶南路一段13號9樓,121.5133719,25.04610266
身新醫學診所,63000050,臺北市中正區連雲街87號5樓,121.5301482,25.03407553
李明儒耳鼻喉科診所,63000050,臺北市中正區中華路二段341號,121.5068426,25.02721822
古亭光澤診所,63000050,臺北市中正區羅斯福路2段116號、116號2樓、116號2樓之1,121.5226827,25.0263914
目急國際診所,63000050,臺北市中正區武昌街一段77號6樓之17,121.5095569,25.0442566
元泰診所,63000050,臺北市中正區羅斯福路3段2號2樓,121.5248173,25.02353325
懷寧復健科診所,63000050,臺北市中正區懷寧街110號1樓、7樓,121.5139321,25.04175139
美好健康診所,63000050,臺北市中正區連雲街83號(實際營業地址:1樓、2樓、3樓),121.530168,25.034192
大心古亭診所,63000050,臺北市中正區南昌路二段206號5樓之1,121.5243096,25.0240366
博士診所,63000050,臺北市中正區南陽街8號地下1樓,121.5159599,25.0452407
衡觀診所,63000050,臺北市中正區衡陽路20號6樓,121.5129843,25.04221112
鈞安診所,63000050,臺北市中正區中華路2段431號1樓,121.5090348,25.02527508
光澤晶漾診所,63000050,臺北市中正區館前路18號6樓,121.5148937,25.04540268
台北諾貝爾眼科診所,63000050,臺北市中正區公園路13號5樓,121.5174034,25.04548954
星和診所,63000050,臺北市中正區館前路2號6樓之1,121.5148828,25.04636936
捷思身心醫學診所,63000050,臺北市中正區忠孝東路二段100號5樓之7,121.5304539,25.04276981
臻健康診所,63000050,臺北市中正區中華路2段165之1號,121.5042448,25.03078195
站前愛爾麗診所,63000050,臺北市中正區忠孝西路1段6號8樓,121.5180284,25.04582575
佳飛雅醫美診所,63000050,臺北市中正區辛亥路1段49號(實際營業地址1層及2層),121.5286575,25.01974206
永愉診所,63000050,臺北市中正區忠孝東路1段54號3樓,121.5230401,25.04467171
站前聖宜診所,63000050,臺北市中正區許昌街42號(7樓),121.5154761,25.0454268
久瑞復健科診所,63000050,臺北市中正區仁愛路2段21號、21之1號、23號,121.5271078,25.03846167
超全能診所,63000050,臺北市中正區忠孝東路2段136號1樓,121.5319338,25.0416416
好甘心診所,63000050,臺北市中正區公園路30號9樓之1、9樓之2、11樓之1、11樓之2、11樓之3,121.5168566,25.0444824
古亭適康復健科診所,63000050,臺北市中正區南昌路2段196號(1樓)、200號地下1樓、200號1樓、200號2樓,121.524062,25.0242666
美渥館診所,63000050,臺北市中正區博愛路224巷5號6樓,121.5098896,25.03402781
蒂恩美學診所,63000050,臺北市中正區新生南路1段128號4樓,121.5324999,25.0369907
銘人診所,63000050,臺北市中正區博愛路9號3樓,121.5115032,25.04591542
立達診所,63000050,臺北市中正區忠孝東路1段54號1樓、54之1號(1樓)、54之2號(1樓)、54號2樓、54號3樓,121.5230401,25.04467171
力安妥診所,63000050,臺北市中正區衡陽路30號(2樓),121.512712,25.0421719
站前美力時尚診所,63000050,臺北市中正區館前路20號4樓、11樓,121.514903,25.04526952
君綺美麗診所,63000050,臺北市中正區忠孝西路1段6號13樓,121.5180284,25.04582575
古亭復健診所,63000050,臺北市中正區羅斯福路3段160號1樓、162號(1、2樓),121.5286507,25.01999529
幫痘氏公館皮膚科診所,63000050,臺北市中正區羅斯福路3段308號1、2、3樓,121.5325259,25.0161649
安妞美學診所,63000050,臺北市中正區羅斯福路1段133號2樓,121.5204699,25.03008327
千美診所,63000050,臺北市中正區新生南路1段60號3樓,121.5325607,25.04074003
薇璽美學診所,63000050,臺北市中正區忠孝東路1段13號7樓,121.5240563,25.04484061
禾瑞印象診所,63000050,臺北市中正區信義路2段213號5樓,121.5305375,25.03384548
韓娜斯時尚美醫診所,63000050,臺北市中正區博愛路83號2樓、85號2樓,121.5116118,25.04343958
海漾大健康管理診所,63000050,臺北市中正區水源路77號7樓之1,121.5200264,25.02103508
晶翎美學診所,63000050,臺北市中正區仁愛路2段70號1、2樓、72號(1樓),121.5295409,25.0380061
台北澄清眼科診所,63000050,臺北市中正區忠孝西路1段80號3樓,121.5137663,25.04686551
慢活靜心診所,63000050,臺北市中正區博愛路105號3樓,121.5116051,25.042701
珍顏唯上診所,63000050,臺北市中正區館前路2號6樓,121.5148828,25.04636936
濰視眼科診所,63000050,臺北市中正區館前路43號(2樓),121.5151274,25.0453997
醫健診所,63000050,臺北市中正區新生南路1段56號8樓,121.5325038,25.04119529
臺北市立聯合醫院附設中正門診部,63000050,臺北市中正區牯嶺街24號,121.5159522,25.03049364
國軍台北門診中心附設民眾診療服務處,63000050,臺北市中正區紹興南街7號,121.5239982,25.04012267
外交部醫務室,63000050,臺北市中正區凱達格蘭大道2號,121.5163423,25.03895229
衛生福利部疾病管制署健康中心,63000050,臺北市中正區林森南路6號1樓,121.5227569,25.04329771
中央銀行秘書處醫務室,63000050,臺北市中正區羅斯福路一段2號(實際營業地址:第二大樓2樓),121.516894,25.0340418
敦智內科診所,63000050,臺北市中正區懷寧街１９號,121.5142485,25.04543617
吉星診所,63000050,臺北市中正區青島東路４－５號１樓,121.5216651,25.04384249
劉瑞聰診所,63000050,臺北市中正區汀州路一段１９４號,121.5091803,25.02812026
孫睿亮診所,63000050,臺北市中正區金山南路一段１２１號,121.5278505,25.03605999
鄭文宗耳鼻喉科診所,63000050,臺北市中正區信義路二段２６７號,121.5318328,25.03381158
古亭中心耳鼻喉科診所,63000050,臺北市中正區中華路二段１６１號,121.5042507,25.03097603
林診所,63000050,臺北市中正區寧波東街２２號,121.5202927,25.03281714
朱小兒科診所,63000050,臺北市中正區汀州路二段２２０號１樓,121.5240029,25.0221175
雙合耳鼻喉科聯合診所,63000050,臺北市中正區汀州路一段96號,121.5074467,25.03024021
張孟源內科診所,63000050,臺北市中正區中華路二段３２５號,121.5064406,25.0276502
周正成小兒科診所,63000050,臺北市中正區徐州路24號,121.5233565,25.04062499
丞泰耳鼻喉科診所,63000050,臺北市中正區南昌路一段７８號,121.5172724,25.0309959
蕭耳鼻喉科診所,63000050,臺北市中正區汀州路二段二六一號,121.523485,25.02281464
彭內科診所,63000050,臺北市中正區廈門街35號,121.5177857,25.0261185
車參聖整形外科診所,63000050,臺北市中正區重慶南路1段13號5樓、6樓,121.5133719,25.04610266
池振坤耳鼻喉科診所,63000050,臺北市中正區南昌路一段88號2樓之1,121.5174145,25.03080539
劉家庭醫學科診所,63000050,臺北市中正區杭州南路一段一四五號一、二樓,121.5255215,25.0396026
柯滄銘婦產科診所,63000050,臺北市中正區林森南路10號、10之1號、10號2樓、12號2樓、10號4樓、10號4樓之2,121.5226073,25.0429136
蕙瑛婦產科診所,63000050,臺北市中正區忠孝西路一段五十號二十四樓之二十四,121.515823,25.04630433
林超群眼科診所,63000050,臺北市中正區重慶南路一段143號2樓,121.5132293,25.04157054
紹毅內兒科診所,63000050,臺北市中正區八德路1段50號1樓、50 號2樓、52號(1樓)、52之1號(2樓),121.5310059,25.04379986
羅綺皮膚科診所,63000050,臺北市中正區濟南路一段7號4樓,121.521933,25.0427145
戰痘診所,63000050,臺北市中正區襄陽路17號(1樓),121.5154426,25.0435416
同泰診所,63000050,臺北市中正區汀州路二段一三六號、一三八號,121.5208735,25.0244653
親子診所,63000050,臺北市中正區和平西路二段５０號,121.5124433,25.0286311
惠恩診所,63000050,臺北市中正區濟南路二段四十八巷三至二號,121.5292547,25.0408252
李相台診所,63000050,臺北市中正區新生南路一段１４８號２樓之１,121.532466,25.03527506
長虹診所,63000050,臺北市中正區公園路十三號一、二、四樓，地下一樓,121.5160001,25.0412685
蔡明勳診所,63000050,臺北市中正區羅斯福路二段４０號１樓,121.521454,25.02804945
拉菲爾人本診所,63000050,臺北市中正區館前路49號11樓,121.5151238,25.04496242
怡和診所,63000050,臺北市中正區汀州路二段二一二號,121.5237191,25.02236086
奕康耳鼻喉科診所,63000050,臺北市中正區連雲街72號2樓,121.5299712,25.03454651
李世輝耳鼻喉科診所,63000050,臺北市中正區南昌路一段79號,121.5177813,25.03061544
東京風采整形外科診所,63000050,臺北市中正區仁愛路二段48號7樓,121.5280471,25.03802494
健康101診所,63000050,臺北市中正區牯嶺街97號1樓,121.519083,25.02591453
站前大學眼科診所,63000050,臺北市中正區館前路8號3樓,121.5148954,25.04581397
美學院整形外科診所,63000050,臺北市中正區羅斯福路三段312號7樓,121.53263,25.01609714
新生活診所,63000050,臺北市中正區新生南路一段140號2樓,121.5324852,25.03604425
風華整形外科診所,63000050,臺北市中正區忠孝西路1段6號2、3樓,121.5198716,25.0421407
新公園診所,63000050,臺北市中正區襄陽路3號3樓,121.5161388,25.04348698
好健康診所,63000050,臺北市中正區公園路30號11樓,121.5168566,25.0444824
美兆診所,63000050,臺北市中正區忠孝西路1段66號44.45樓,121.5198716,25.0421407
美診所,63000050,臺北市中正區新生南路1段56號4樓,121.5325038,25.04119529
星采皮膚專科診所,63000050,臺北市中正區羅斯福路一段32號2樓,121.519057,25.03131016
長春藤台北忠孝診所,63000050,臺北市中正區忠孝西路1段50號27樓、27樓之3,121.515823,25.04630433
?安診所,63000050,臺北市中正區和平西路一段20號5樓,121.5208999,25.02663507
悅心診所,63000050,臺北市中正區羅斯福路2段7之2號、7之3號,121.5211961,25.02910766
美麗新診所,63000050,臺北市中正區重慶南路1段43號2樓之1、2樓之2,121.5133485,25.04495904
時尚診所,63000050,臺北市中正區忠孝西路一段33號10樓,121.5187623,25.04607847
米蘭時尚診所,63000050,臺北市中正區忠孝東路1段43號、45號、45號2樓之1、45號2樓之2、45號2樓之3、45號2樓之5、47號、47之1號、45號10樓之1、45號10樓之2,121.5216527,25.0452974
宏孕診所,63000050,臺北市中正區新生南路1段56號14、15樓,121.5324664,25.0409171
禾馨婦產科診所,63000050,臺北市中正區懷寧街78號、78號2樓,121.5139338,25.0432027
慕顏時尚美學診所,63000050,臺北市中正區衡陽路7號14樓,121.5137609,25.04241394
渾然天成診所,63000050,臺北市中正區忠孝西路1段45號3樓,121.5179344,25.04628235
祈新婦產科診所,63000050,臺北市中正區懷寧街78號9、10樓,121.5139338,25.0432027
平安身心精神科診所,63000050,臺北市中正區羅斯福路三段218號,121.5298662,25.0188004
悠媞時尚診所,63000050,臺北市中正區許昌街30號4樓,121.515879,25.04545235
佳妍診所,63000050,臺北市中正區羅斯福路2段136號2樓,121.5229481,25.02602274
博士眼科診所,63000050,臺北市中正區羅斯福路二段70號4樓之6、70號4樓之7、70號4樓之8,121.5220446,25.02725181
時尚假期整形醫美診所,63000060,臺北市大同區南京西路278號2樓,121.5147298,25.05346175
喜顏快時尚診所,63000060,臺北市大同區南京西路18巷4弄4之1號1樓,121.5199007,25.05231444
台全診所,63000060,臺北市大同區承德路1段17之1號(1樓)、17之2號(1樓)、17之3號(1樓)、17之4號(1樓)及17號地下1層,121.5113064,25.0627243
臺北市立聯合醫院附設大同門診部,63000060,臺北市大同區昌吉街52號(1樓及2樓),121.5162533,25.0656996
鈞生診所,63000060,臺北市大同區甘州街２８號,121.5127879,25.05883559
施小兒科診所,63000060,臺北市大同區重慶北路三段２８號,121.5134606,25.06509022
蔡健生內、神經科診所,63000060,臺北市大同區大龍街１８７巷３０號,121.5167092,25.0690992
蔡皮膚科診所,63000060,臺北市大同區重慶北路二段１１５號,121.513889,25.0574739
黃博裕小兒科診所,63000060,臺北市大同區赤峰街４９巷２１號,121.5202697,25.05576565
桂林內科診所,63000060,臺北市大同區太原路６２號,121.515453,25.05160296
陳重熙內科小兒科診所,63000060,臺北市大同區保安街３之４號,121.5139759,25.05935328
